¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romains
{SMT_DEFEATED_BY_ROMANS_JULII}		La victoire vous a glissé entre les doigts, et avec elle votre chance de diriger le monde. Les Julii, amis de la plèbe, règnent à présent sur Rome. L'Empire romain leur appartient... et il sera difficile de le leur reprendre !
{SMT_DEFEATED_BY_ROMANS_SCIPII}	Les dieux n'ont pas récompensé vos efforts et la victoire est désormais hors de portée. Les Scipii, en revanche, sont bien les favoris des dieux : ils règnent à présent sur Rome sans partage !
{SMT_DEFEATED_BY_BRITONS}		Ces Britons peinturlurés et leurs druides aux mains rouges de sang ont arraché la victoire. Pour vous qui avez savouré le vin de la victoire, les cendres de la défaite n'en sont que plus amères !
{SMT_DEFEATED_BY_CARTHAGE}		Il faut se rendre à l'évidence : vous êtes vaincu ! Les carthaginois et leurs mercenaires règnent désormais en maîtres ! Leurs immondes rites infanticides seront bientôt monnaie courante... Une ère de peur s'annonce. 
{SMT_DEFEATED_BY_EGYPT}		Pharaon et ses esclaves vous ont arraché la victoire des mains. Ce jour est bien sombre... le monde est désormais sous la coupe d'une nation de fanatiques obsédés par la mort et d'adorateurs de cadavres !
{SMT_DEFEATED_BY_GAULS}		La victoire est hors de portée. Les moustaches et les braies gauloises seront désormais la norme ! Le destin du monde entre les mains d'un peuple si répugnant... quelle ironie !
{SMT_DEFEATED_BY_GERMANS}		Tant d’efforts pour être vaincu... Les dieux ont manifestement perdu tout intérêt pour vous. Les Germains, ces fous à demi sauvages, ont vaincu tous leurs adversaires ! Quel terrible jour !
{SMT_DEFEATED_BY_GREEK_CITIES}		Est-ce possible ? Les Grecs sont victorieux ! Il est aberrant que ces bellâtres parfumés puissent prétendre à l’hégémonie. Mais bien que vaincus, nous n'abandonnerons pas le combat...
{SMT_DEFEATED_BY_PARTHIA}		Les Parthes se sont emparés de la victoire alors même que vous pensiez la tenir entre vos mains. C'est une journée bien sombre... dire que le monde sera gouverné par un peuple dont la plus grande gloire est d'aimer les chevaux !
{SMT_DEFEATED_BY_SELEUCID}		L'Empire séleucide a triomphé ; la victoire leur est désormais acquise. Tous vos plans se sont révélés vains... mais les peuples libres supporteront-ils longtemps le joug de l'oppresseur séleucide ?

¬defeat, by an unplayable faction

{SMT_DEFEATED_BY_ROMANS_SENATE}	Le sénat de Rome a triomphé et le monde est à présent entre les mains de vieillards ! Tous vos efforts ont été inutiles, contrés par leurs intrigues et leurs tactiques sournoises. 
{SMT_DEFEATED_BY_MACEDON}		Sous le règne d'Alexandre le Grand, les Macédoniens avaient faillir conquérir le monde. Aujourd'hui, ils ont retrouvé leur grandeur passée. Les autres peuples, le vôtre y compris, n'ont d'autre choix que d'accepter la défaite ! 
{SMT_DEFEATED_BY_PONTUS}		Vous avez été vaincu ! Une nouvelle puissance venue de l'Orient règne en maître sur le monde, et ses généraux sont maintenant des seigneurs riches et puissants. Le peuple du Pont peut célébrer sa victoire !
{SMT_DEFEATED_BY_ARMENIA}		L'Arménie, une nouvelle puissance venue d'Orient, s'est proclamée victorieuse. Les autres peuples, le vôtre y compris, n'ont d'autre choix que de se plier à la volonté de ce nouvel empire !
{SMT_DEFEATED_BY_DACIA}		Les barbares daces sont victorieux ! Comment un tel peuple peut-il régner sur le monde ? Triste jour pour les peuples civilisés !
{SMT_DEFEATED_BY_SCYTHIA}		Vous avez été vaincu ! Les Scythes, les cavaliers des steppes, sont victorieux ! Nul ne peut contester la suprémacie de ces barbares.
{SMT_DEFEATED_BY_SPAIN}		Vous avez été vaincu ! Le monde est contraint de reconnaître la victoire des barbares espagnols et de se plier à leur volonté !
{SMT_DEFEATED_BY_THRACE}		Les Thraces ont arraché la victoire ! Comment un tel peuple peut-il régner sur le monde ? Triste jour pour quiconque est un tant soit peu civilisé !
{SMT_DEFEATED_BY_NUMIDIA}		La défaite est à votre porte. Les vils Numides sont victorieux et peuvent se considérer comme les maîtres du monde. Leur empire menace de s'étendre des côtes africaines aux steppes orientales !
{SMT_DEFEATED_BY_SLAVE}		Esclaves, rebelles et mécontents sont victorieux. Incapables de se comporter de manière civilisée, ils arpentent les rues comme s'ils étaient les maîtres du monde. Mais à vrai dire, peut-être le sont-ils...

{SMT_LAND_IMPORTS}		Commerce terrestre (importations et exportations)
{SMT_1_REGION_LEFT}		Capturez 1 région supplémentaire

{SMT_MISSION_BLOCKADE_PROPOSAL}		Le sénat vous demande d'envoyer l'une de vos flottes pour faire le blocus de ce port pendant un tour. Cela augmentera la pression pesant sur cette faction en supprimant leur revenu.
{SMT_NEED_GOVERNOR_TO_MANAGE}		Pour modifier le statut d'autogestion de cette communauté, placez-y un membre de votre famille au poste de gouverneur

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT}			Ce fort devrait pouvoir tenir encore %d tours
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT}		En cas de siège, ce fort peut tenir %d tours
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT_1_TURN}		Ce fort devrait pouvoir tenir un tour supplémentaire
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT_1_TURN}	En cas de siège, ce fort peut tenir 1 tour
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_1_TURN}			Cette communauté devrait pouvoir tenir un tour supplémentaire
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_1_TURN}		En cas de siège, cette communauté peut tenir 1 tour
{SMT_BLOCKADED}					(Blocus)

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬Popular with the people >5, and then the Senate says...

{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_0}		Le sénat vous considère encore moins digne d'intérêt que les rats qui vivent dans la Cloaca Maxima ! Loin de vous respecter, ils craignent que vous tiriez partie de votre popularité auprès de la plèbe. Vous êtes l’ennemi numéro un de la République et des libertés romaines.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_1}		Nombreux sont les magistrats qui vous accusent ouvertement de vous livrer à des pratiques étrangères perverses ! Ils saisissent toute opportunité de traîner votre nom dans la boue et de se gausser de vos échecs. Tout cela, bien sûr, dans le seul but de servir Rome. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_2}		Le sénat a maintes fois débattu de votre valeur, sans jamais parvenir à une conclusion favorable. La grande majorité des sénateurs ne seraient que trop heureux d’assister à vos Jeux funéraires. Certains sont même prêts à les financer.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_3}		Les sénateurs vous évitent dans la rue et vous ferment leur porte au nez. Ils sont fort prompts à vous calomnier publiquement en remettant en question votre lignage, vos penchants ou encore la paternité de vos enfants.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_4}		Les messages de félicitations pour vos efforts envers la République envoyés par le sénat débordent d’hypocrisie. Votre popularité auprès de la plèbe déplaît à la plupart des sénateurs, qui pour certains mettent en doute votre véritable allégeance.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_5}		La plupart des sénateurs reconnaissent votre grandeur mais expriment des réserves quant à vos motivations. Eu égard à votre popularité auprès du petit peuple, le sénat évite de vous manifester ouvertement une hostilité bien réelle. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_6}		Si les sénateurs vous encensent en public, il se murmure au sein du sénat que vous êtes animé d'une ambition et d'une soif de gloire peu caractéristique des bons Romains. On ne vous accorde aucune confiance ; pire, on craint votre popularité auprès de la plèbe.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_7}		Les sénateurs prennent grand soin de louer vos efforts et de vous inviter à dîner, mais leurs ronds de jambes et leurs louanges témoignent d’une hypocrisie mâtinée de crainte. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_8}		Le sénat vous tient en haute estime, mais le désir s’accroît quand l’effet se recule. Plus vous serez loin de l’appareil gouvernemental romain, plus le sénat vous sera acquis ! 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_9}		En public, les sénateurs vous considèrent comme la réincarnation de Romulus, nouveau père de la République. En cercle restreint, en revanche, les plus courageux vous voient en passe de devenir dictateur de Rome, ou pire !

¬ Transition messages for popularity with Senate and people

{SMT_SENATE_STANDING_RANKING_UP_TO_9}			Vous jouissez d’une popularité à nulle autre pareille auprès du sénat de Rome. Vous seriez Jupiter en personne que l’on ne vous témoignerait plus d’estime.
{SMT_SENATE_STANDING_RANKING_UP_TO_6}			L’opinion des sénateurs de Rome à votre égard s’est nettement améliorée ; vous êtes à présent dans les bonnes grâces du sénat... du moins en règle générale. 
{SMT_SENATE_STANDING_RANKING_UP_TO_3}			Votre réputation auprès des sénateurs romains semble s’être considérablement améliorée... En tout cas, ils n’exhortent déjà plus les esclaves à jeter des ordures sur votre chemin.

{SMT_SENATE_STANDING_RANKING_DOWN_TO_4}		Votre réputation auprès des sénateurs romains diminue comme une peau de chagrin. Il serait bon d’y remédier.
{SMT_SENATE_STANDING_RANKING_DOWN_TO_1}		Votre popularité auprès du sénat romain est au plus bas. Vous auriez fort à gagner en accomplissant la volonté du sénat.

{SMT_SENATE_POPULAR_SUPPORT_UP_TO_9}			Les plébéiens vous acclament partout où vous allez et donnent votre nom à leurs enfants ! Qui sait, peut-être pareil appui est-il la première marche vers le pouvoir ultime...
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_6}			La plèbe connaît désormais votre nom et approuve vos triomphes. Voilà un fort heureux présage ; à vous maintenant de cultiver cette popularité.
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_3}			Votre réputation auprès de la plèbe s’est améliorée. Peut-être qu’un jour les plébéiens vous acclameront au lieu de vous faire passer pour un père fouettard !

{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_4}		Votre popularité auprès des petites gens de Rome décline. Si vous comptez défier le sénat, il vous faut impérativement l’appui du peuple !
{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_1}		Le petit peuple vous vomit, purement et simplement. Les occasions de redorer votre blason risquent de se faire de plus en plus rares. Et ce ne sera pas une mince affaire de trouver de telles occasions !

{SMT_SHOW_CHARACTER_INFO}				Afficher le tableau d’informations de ce personnage

{SMT_STATE_ICON_SQUALOUR}				Insalubrité
{SMT_STATE_ICON_WAGES}				Les salaires de vos généraux et espions sont répartis en fonction de la taille des communautés. Voici le montant que paie cette communauté.
{SMT_STATE_ICON_UPKEEP_NEW}				Les frais d’entretien de vos armées sont répartis en fonction de la taille des communautés. Voici le montant que paie celle-ci.

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}	Conservez %d provinces et détruisez ou survivez à la (les) faction(s) suivante(s) :	¬ allows for just one faction listed after message
{SMT_BY}		Par :
{SMT_ON}		Sur :
{SMT_ALLY}		Allié :
{SMT_ENEMY}		Ennemi :

{SMT_REWARD_THROW_GAMES_DESCRIPTION}	Le sénat organisera à ses frais des Jeux en votre honneur
{SMT_GOVERNOR_POLICY_STRONGHOLD}		Politique de développement

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Acceptez ou nous attaquerons
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Nous vous prions de ne pas attaquer
{SMT_GATES_OPEN_SETTLEMENT}			Vos espions se sont introduits dans cette communauté\nVous avez %d%% de chances qu’ils parviennent à ouvrir les portes lorsque vous attaquerez
{SMT_GATES_OPEN_FORT}				Vos espions se sont introduits dans ce fort\nVous avez %d%% de chances qu’il parviennent à ouvrir les portes lorsque vous attaquerez
{SMT_VICTORY_CONDITION_OUTLAST_SENATE}		Détruisez ou survivez au sénat

{SMT_ALLOW_BUILDING_TOOLTIP}				Activer l’autogestion des constructions dans cette communauté
{SMT_ALLOW_TROOP_PRODUCTION_TOOLTIP}			Activer l’autogestion du recrutement dans cette communauté
{SMT_AUTOMANAGE_ALL_TOOLTIP}				Activer l’autogestion des constructions et du recrutement pour toutes les communautés
{SMT_AUTOMANAGE_TAXES_TOOLTIP}				Activer l’autogestion des impôts pour toutes les communautés

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_GATES_OPEN_SETTLEMENT_ACTUAL}			Vos espions se sont infiltrés dans cette communauté.\nIls vont ouvrir les portes dès que vous attaquerez.
{SMT_GATES_OPEN_FORT_ACTUAL}				Vos espions se sont infiltrés dans ce fort.\nIls vont ouvrir les portes dès que vous attaquerez.

{SMT_GATES_OPEN_SETTLEMENT}			Vos espions se sont infiltrés dans cette communauté.  Il y a %d%% de chances qu'ils arrivent à ouvrir les portes si vous attaquez.
{SMT_GATES_OPEN_FORT}				Vos espions se sont infiltrés dans ce fort.  Il y a %d%% de chances qu'ils arrivent à ouvrir les portes si vous attaquez.


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 03/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DESTROY_BUILDING}		Détruire le bâtiment et reverser une partie de son coût dans votre trésor.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_PROPOSAL}	Cette faction est déclarée hors-la-loi. Le sénat vous demande de l’attaquer
{SMT_MISSION_BLOCKADE_SUCCESS}		Le sénat constate que le blocus que nous avons demandé est désormais en place.
{SMT_DESERTED}			Déserté
{SMT_SELECTED_MERCENARIES}					Mercenaires sélectionnés (Coût total : %d)
{SMT_DIED_TRAGIC}			Mort tragiquement :
{SMT_DIED_BATTLE}			Mort au combat :
{SMT_DIED_ASSASSINATED}		Assassiné :
{SMT_EXECUTED}			Exécuté :
{SMT_DIED}				Mort en paix :
{SMT_BORN}				Né :
{SMT_DIED_PLAGUE}			Mort de la peste :
{SMT_NEXT}				Suivant :
{SMT_1_YEAR_REMAINING}		(il reste 1 an)
{SMT_X_YEARS_REMAINING}		(il reste %d ans)
{SMT_DEFEAT_BODY}			En 14 avant J.-C., Auguste, le premier empereur de Rome, meurt. Dans son testament, il laisse aux mains de Tibérius le contrôle du monde romain, comme on lègue un objet. Cet évènement marque la fin de la république et la fondation de l’empire. Vous avez bien travaillé, mais vous n’avez pas égalé la réussite du puissant Auguste en son temps. Vous pouvez continuer votre campagne ou rejouer.
{SMT_DEFEAT}			Echec des conditions de victoire
{SMT_PENALTY_CENSOR_INVESTIGATES_FACTION}					A la suite de l’enquête du censeur sur votre faction, %S se suicide
{SMT_REGIONS_GAINED}						Régions contrôlées :
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Devenez le dirigeant suprême de Rome et contrôlez au moins 50 provinces
{SMT_AI_REINFORCEMENT}		Donne le contrôle de l’armée à l’IA
{SMT_REWARD_ONE_TRIARII_DESCRIPTION}	Vous recevrez en récompense une unité de triarii
{SMT_REWARD_TWO_TRIARII_DESCRIPTION}	Vous recevrez en récompense deux unités de triarii
{SMT_DISBAND}					Disperser unité\nLes unités navales ne peuvent être dispersées que dans un port d’origine\nLes unités des généraux ne peuvent être dispersées.


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 05/01/2005 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_SHOW_FACTION_LISTS}	Afficher listes
{SMT_OCCUPY_SETTLEMENT}		Occuper la communauté
{SMT_RAZE_SETTLEMENT}		Mettre la communauté à sac
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Détenir %d régions, dont :
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_2}	. Survivre aux :

{SMT_ESPIONAGE_IN_CARTHAGE_TITLE}				Rédaction du Nouveau Testament 
{SMT_A_NEW_RELIGION_TITLE}					Les martyres sassanides
{SMT_ERUPTION_AT_ETNA_TITLE}					Le martyre de Saint Eusèbe
{SMT_PLAGUE_IN_MACEDONIA_TITLE}				Le premier concile de Constantinople
{SMT_STOIC_PHILOSOPHY_TITLE}					Destruction du Serapeum
{SMT_HAND_PUMP_INVENTED_TITLE}					Organisation des premiers jeux olympiques
{SMT_LIBRARIAN_AT_ALEXANDRIA_TITLE}				Concile de Carthage
{SMT_GREAT_LIBRARY_COMPLETED_TITLE}				La Notitia Dignitatum
{SMT_THROUGH_A_GLASS_CLEARLY_TITLE}				La Vulgate
{SMT_ARCHIMEDES_SCREW_TITLE}					Disparition d'un moine hérétique briton
{SMT_GREEK_LOGIC_TITLE}						Patrick introduit le Christianisme en Irlande
{SMT_STAR_CATALOGUE_TITLE}					Concile d'Ephèse
{SMT_PLAGUE_IN_ALEXANDRIA_TITLE}				Révision du code de lois
{SMT_RITES_OF_BACCHUS_BANNED_TITLE}				Concile de Chalcédoine
{SMT_EARTHQUAKE_IN_PONTUS_TITLE}				Primauté papale
{SMT_CONCRETE_INVENTED_TITLE}					Apparition des Slaves
{SMT_ERUPTION_AT_VESUVIUS_TITLE}				Assassinat d'une philosophe païenne

{SMT_ESPIONAGE_IN_CARTHAGE_BODY}				Athanase vient de compléter son Nouveau Testament, dressant une liste canonique de vingt-sept manuscrits (les textes écartés furent plus tard désignés sous le nom de livres apocryphes). On murmure que la fixation du canon s'est davantage inspirée des intérêts politiques de l'Eglise que de son souci de la religion.
{SMT_A_NEW_RELIGION_BODY}					Afin de purger du christianisme ses terres d'Arménie, le roi des Sassanides a persécuté les Chrétiens, dont Joseph de Perse et l'évêque de Hnaita, pourtant âgé de 80 ans. Ses actes étaient vraisemblablement destinés à narguer l'empire romain, impuissant et incapable de réagir. Les victimes ont été torturées puis battues à mort.
{SMT_ERUPTION_AT_ETNA_BODY}					Eusèbe, évêque de Samosate en Syrie, a trouvé la mort au cours d'une cérémonie religieuse, tué par une tuile jetée dans sa direction. En 361, Eusèbe avait défié l'empereur arianiste Constantius en refusant de lui remettre les minutes du synode d'Antioche, malgré la menace d'y perdre une main. Constantius avait été à ce point impressionné par la détermination d'Eusèbe qu'il l'avait laissé partir indemne.
{SMT_PLAGUE_IN_MACEDONIA_BODY}				L'Eglise chrétienne a tenu concile à Constantinople afin de célébrer la défaite de l'arianisme, cette doctrine hérétique fondée par un prêtre dissident du IIIe siècle : Arius. En 326, un décret avait ordonné la destruction de tous ses manuscrits et prohibé l'arianisme, mais ses théories sur la nature du Christ avaient trouvé de nombreux adeptes, dont les Goths. Aujourd'hui, cette doctrine douteuse a entièrement disparu.
{SMT_STOIC_PHILOSOPHY_BODY}					Afin de débarrasser Alexandrie des influences païennes, l'évêque d'Alexandrie a confisqué les trésors des temples païens pour les exposer dans ses églises. Au cours des émeutes qui s'en sont suivies, les païens se sont retranchés dans le Serapeum, un temple imposant dédié au dieu Apis, le taureau sacré. Après leur avoir accordé droit de passage et promesse de non violation du temple, les autorités ont finalement décidé de laisser la foule chrétienne démolir le bâtiment pierre par pierre.
{SMT_HAND_PUMP_INVENTED_BODY}					Les Jeux olympiques, organisés tous les quatre ans depuis un bon millénaire, ne seront pas reconduits : l'empereur a décrété qu'il s'agissait là de festivités païennes.
{SMT_LIBRARIAN_AT_ALEXANDRIA_BODY}				Le concile de Carthage vient enrichir la doctrine et les pratiques de l'Eglise chrétienne. Après d'âpres débats, il a finalement été décidé que les prières pour les morts garantissent leur accession au Paradis et que les âmes peuvent gagner la rédemption par un séjour au Purgatoire, où elles sont purifiées de certains péchés en subissant provisoirement les tourments de la damnation.
{SMT_GREAT_LIBRARY_COMPLETED_BODY}				La Noticia Dignitatum est enfin terminée ! Ce document vertigineux dresse la liste de tous les dignitaires des deux empires romains et atteste de leurs responsabilités administratives. Il mentionne en outre la position et la structure de toutes les forces armées.
{SMT_THROUGH_A_GLASS_CLEARLY_BODY}				Jérôme a achevé sa traduction en langue latine de l'Ancien et du Nouveau Testaments, jusque-là uniquement rédigés en hébreu et en araméen. Ce travail colossal - la "versio vulgata", ou Bible Vulgate – ne tarda pas à devenir la version officielle universelle, de la Bible catholique. Las, la traduction de Jérôme est entachée de nombreuses erreurs et altérations dues à la rapidité de son travail.
{SMT_ARCHIMEDES_SCREW_BODY}					Le moine britto-romain Pélage vient d'être assassiné, sans doute en raison de ses préceptes hérétiques. Il avait commis l'erreur de contester les enseignements d'Augustin en proposant une conception de la vie et du péché assimilable à la pensée stoïcienne, déclarée païenne. Il avait réussi en outre à échapper une première fois aux accusations d'hérésie mais, sous l'influence conjointe d'Augustin et de Jérôme, le concile de Carthage avait prononcé son excommunication. Peu après, Pélage devait disparaître dans des circonstances suspectes.
{SMT_GREEK_LOGIC_BODY}						Patricius – ou Patrick – est revenu en Irlande diffuser la bonne parole du Christianisme. Esclave jusqu'à l'âge de 16 ans, Maewyn Succat réussit à s'échapper pour se réfugier dans des monastères d'Europe continentale où il se consacra à l'étude. Il en profita pour prendre le nom de Patricius. Dieu lui aurait commandé en rêve de regagner l'Irlande et d'y propager la foi.
{SMT_STAR_CATALOGUE_BODY}					Un concile réuni à Ephèse a déclaré hérétiques et contraires aux croyances communes les préceptes du moine dissident Nestorius. Nestorius affirmait ainsi, avec sans doute trop de zèle pour son propre bien, que la nature du Christ était double, à la fois divine et humaine.
{SMT_PLAGUE_IN_ALEXANDRIA_BODY}				L'édifice législatif romain repose sur de nouvelles fondations : les textes de loi, règlements et décrets issus du chaos législatif des 1000 dernières années ont été compilés, codifiés et organisés. Les lois obsolètes ont ainsi été classées par ordre chronologique, favorisant l'interprétation de la loi dans les deux parties de l'empire romain et l'émergence d'un sentiment d'unité nationale.
{SMT_RITES_OF_BACCHUS_BANNED_BODY}				Le concile oecuménique réuni en Chalcédoine tranche le débat sur la nature et l'oeuvre du Christ. Après avoir pesé tous les arguments, il conclut à la nature double du Christ, "vrai dieu et vrai homme". Le concile décide en outre d'élever Constantinople au statut de patriarcat et de lui donner autorité sur l'Asie, la Thrace et le Pont.
{SMT_EARTHQUAKE_IN_PONTUS_BODY}				Le pape, patriarche de Rome, a exposé une nouvelle doctrine qui lui confère une autorité absolue sur l'église chrétienne. Bien qu'il ne soit qu'un homme, il prétend recevoir son autorité spirituelle de Dieu lui-même. Nombreux sont ceux qui voient dans cette doctrine des motifs d'inquiétude.
{SMT_CONCRETE_INVENTED_BODY}					Une nouvelle faction est apparue au septentrion. Les Slaves sont un peuple tribal récemment constitué en faction, qui vient d'entamer une migration vers le sud. Sans doute comptent-ils faire des climats plus accueillants de l'Europe leur terrain de chasse... en commençant bien sûr par en expulser manu militari quiconque y habite..
{SMT_ERUPTION_AT_VESUVIUS_BODY}				Hypathie d'Alexandrie, fameuse philosophe d'inspiration platonicienne, mathématicienne et astronome, a été assassinée. Elle était femme, païenne et intelligente… c'en était trop pour ses meurtriers. Un groupe de moines fanatiques lui reprochait son implication dans une querelle religieuse opposant l'Eglise aux autorités séculières d'Alexandrie : ils l'ont battue à mort, mutilée à l'aide de gravats puis brûlée. La triste fin d'Hypathie marque un changement radical dans les comportements religieux et la pratique de la tolérance.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++


{SMT_DOMINANT_RELIGION}		Religion dominante :
{SMT_BELIEFS}			Forces de conversion religieuse
{SMT_CURRENT_COMMITMENT}	Niveau de foi actuel :
{SMT_PREDICTED_COMMITMENT}	Niveau de foi prévisionnel :
{SMT_ABANDON_SETTLEMENT}	Abandonner cette communauté pour se constituer en horde
{SMT_CANNOT_FIGHT_AT_NIGHT}	Cette armée ne peut pas combattre de nuit
{SMT_TECH_TREE_THREAD_REQUIRES_TEMPLE_DESTRUCTION}	 Cette construction nécessite de détruire un édifice religieux existant
{SMT_SUPRESSES_RELIGIOUS_UNREST}	Apaise les troubles religieux :
{SMT_SUPRESSES_RELIGIOUS_CONVERSION}			Conversion religieuse :
{SMT_LIVING_FACTIONS}						Factions en "activité"
{SMT_CANNOT_ABANDON_SETTLEMENT_UNDER_SIEGE}		Impossible d'abandonner cette communauté en cas de siège
{SMT_CANNOT_ABANDON_SETTLEMENT_NOT_LAST_SETTLEMENT}	Impossible d'abandonner cette communauté sauf s'il s'agit de votre dernière implantation
{SMT_CANNOT_ABANDON_SETTLEMENT_ALREADY_ABANDONED}	Votre peuple est las de ces périples incessants, il souhaite se sédentariser.
{SMT_CANNOT_ABANDON_SETTLEMENT_HORDE_UNITS}		Impossible d'abandonner cette communauté tant que les armées de votre horde ne peuvent être entraînées
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Détenir %d communautés, dont :
{SMT_CURRENT_CONVERSTION_STRENGTH}		Capacité de conversion actuelle : %d
{SMT_PREDICTED_CONVERSION_STRENGTH}		Capacité de conversion potentielle : %d
{SMT_PASSENGERS_CANT_BE_MOVED}		Voici le vaisseau de l’amiral le plus gradé. Il n'en cédera pas le commandement tant que certains de ses passagers sont impossibles à transférer.
{SMT_CANNOT_OCCUPY_SACKED_SETTLEMENT}	Cette communauté vient d'être saccagée et ne fera pas un bon foyer pour votre peuple.

{SMT_DISBAND}						Disperser unité
{SMT_DISBAND_IMPOSSIBLE_IN_BATTLE}			Impossible de disperser une unité lorsqu'une bataille est engagée
{SMT_DISBAND_IMPOSSIBLE_NAMED_GENERAL}		Impossible de disperser les unités de généraux
{SMT_DISBAND_IMPOSSIBLE_WHILST_SIEGING}		Impossible de disperser les unités tenant un siège
{SMT_DISBAND_IMPOSSIBLE_DOCKED}			Impossible de démanteler les navires qui ne sont pas amarrés
{SMT_DISBAND_IMPOSSIBLE_NOT_ON_LAND}		Impossible de disperser les unités en mer
{SMT_DISBAND_IMPOSSIBLE_WHILST_EXCHANGING}	Impossible de disperser des unités en cours de transfert
{SMT_BELIEF_BREAKDOWN}					Déclin religieux
{SMT_MERCENARY_PAY_FROM_LOOTING}			Deniers versés aux mercenaires sur le butin
{SMT_CONVERSION_BUILDINGS}				Edifices religieux
{SMT_CONVERSION_CHARACTERS}				Personnages de la région
{SMT_CONVERSION_REGIONS}				Régions avoisinantes
{SMT_CONVERSION_GAMES}					Jeux en cours
{SMT_BATTLE_TOO_LARGE_PERFORMANCE_WARNING}	Avec ces renforts, cette bataille dépasse la taille recommandée en fonction de vos paramètres, ce qui pourrait se traduire par une baisse de performance.
{SMT_STATE_ICON_GOVERNOR_WRONG_RELIGION}		La religion du gouverneur diffère de la foi dominante dans cette communauté
{SMT_STATE_ICON_FACTION_LEADER_WRONG_RELIGION}	La religion des chefs de faction diffère de la foi dominante de la communauté


