¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Romano
{SMT_DEFEATED_BY_GREEK_CITIES}		¡Tenían que ser los griegos quienes se alzasen con la victoria! Triste es el día en que unos mequetrefes acicalados y perfumados en exceso, que fingen ser civilizados, proclaman la victoria en tu lugar. Sin embargo, la derrota no tiene por qué ser el veredicto final...
{SMT_DEFEATED_BY_PARTHIA}		Los astutos y artificiosos partos han arrebatado la victoria de tu mano extendida. ¡Aciago es el día en que unos orientales amantes de los caballos proclaman la victoria en tu lugar!
{SMT_DEFEATED_BY_SELEUCID}		El imperio seléucida ha triunfado, y la victoria ya no te pertenece. Puede que todos tus planes hayan quedado en nada, pero ¿serán felices los pueblos libres del mundo inclinados bajo el cruel yugo de los seléucidas?
¬defeat, by an unplayable faction
{SMT_DEFEATED_BY_ROMANS_SENATE}	El Senado de Roma ha triunfado, ¡y esos viejos ya estarán celebrando su éxito! Todos tus esfuerzos no han servido de nada, gracias a sus maquinaciones y sus tácticas poco limpias. 
{SMT_DEFEATED_BY_MACEDON}		Los macedonios casi conquistaron el mundo bajo el mando de Alejandro Magno. Ahora, han hecho lo suficiente para poder proclamar una vez más su victoria y su grandeza. ¡Los demás pueblos, incluido el tuyo, solo pueden "disfrutar" de la victoria ajena! 
{SMT_DEFEATED_BY_PONTUS}		¡Te han derrotado! Una nueva potencia se ha alzado en el este y sus generales y gobernantes se proclaman señores de muchas tierras. ¡El pueblo de Ponto está en su derecho de celebrar el triunfo!
{SMT_DEFEATED_BY_ARMENIA}		Una nueva potencia ha surgido en el este. Los armenios han proclamado la victoria, y están en su derecho. ¡Todos los demás pueblos, incluido el nuestro, acabarán arrodillándose ante este nuevo imperio!
{SMT_DEFEATED_BY_DACIA}		¡Los bárbaros dacios nos han arrebatado la victoria! ¡Ay, que unas gentes semejantes se consideren los amos del mundo! ¡Sin duda, se trata de un negro día para cualquiera con un ápice de civilización en su alma!
{SMT_DEFEATED_BY_SCYTHIA}		¡Te han derrotado! ¡Los jinetes de Escitia han venido de las vastas estepas para proclamar la victoria! Ningún otro pueblo se encuentra en posición de poner en duda el dominio de los bárbaros escitas.
{SMT_DEFEATED_BY_SPAIN}		¡Te han derrotado! ¡Todo el mundo está de acuerdo en que los bárbaros hispanos tienen todo el derecho a proclamar la victoria, y comportarse como los nuevos señores del mundo!
{SMT_DEFEATED_BY_THRACE}		¡Los bárbaros tracios nos han arrebatado la victoria! ¡Ay, que unas gentes semejantes se consideren los amos del mundo! ¡Sin duda, se trata de un negro día para cualquiera con un ápice de civilización en su alma!
{SMT_DEFEATED_BY_NUMIDIA}		Estás mirando a la cara a la derrota. Los astutos númidas han hecho lo suficiente para proclamarse victoriosos y, supuestamente, los futuros amos del mundo. ¡Puede que su imperio se acabe extendiendo desde África hasta las estepas lejanas!
{SMT_DEFEATED_BY_SLAVE}		Te ha arrebatado la victoria una chusma de esclavos, rebeldes y malcontentos. Estas gentes, dignas solamente de barrer las calles, se pasean ahora como si fueran los amos del mundo. Bueno, quizá lo sean...
{SMT_LAND_IMPORTS}		Comercio terrestre (importaciones y exportaciones)
{SMT_1_REGION_LEFT}		Captura 1 región más
{SMT_MISSION_BLOCKADE_PROPOSAL}		El Senado pide que envíes una de tus flotas para someter este puerto a un bloqueo durante un turno. Eso aumentará la presión sobre esta facción al cortarle sus ingresos.
{SMT_NEED_GOVERNOR_TO_MANAGE}		Para que este enclave pase al estado de gestión automática, pon a un miembro de la familia como gobernante
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT}			Se espera que el fuerte pueda resistir durante otros %d turnos
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT}		En caso de asedio, este fuerte puede resistir durante %d turnos
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT_1_TURN}		Se espera que el fuerte pueda resistir durante otro turno
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT_1_TURN}	En caso de asedio, este fuerte puede resistir durante 1 turno
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_1_TURN}			Se espera que el enclave pueda resistir durante otro turno
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_1_TURN}		En caso de asedio, este enclave puede resistir durante 1 turno
{SMT_BLOCKADED}					(Bajo bloqueo)
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************
¬Popular with the people >5, and then the Senate says...
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_0}		¡El Senado te considera más indigno que las ratas que viven en la Cloaca Maxima! Pero temen tu popularidad ante la plebe y lo que podrías hacer. Eres la mayor amenaza que existe para la República y las libertades romanas.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_1}		¡Muchos miembros del Senado te acusan abiertamente de perversas prácticas foráneas! Aprovechan la menor oportunidad para denigrar tu nombre y celebrar tus fracasos. Todo ello por el bien de Roma, por supuesto. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_2}		El Senado ha discutido a menudo acerca de tu valía, pero no ha llegado a conclusiones favorables. Muchísimos senadores estarían encantados de acudir a unos juegos conmemorativos de tu funeral. De hecho, algunos estarían dispuestos a financiar dichos juegos.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_3}		Los senadores se apartan de ti por la calle y te cierran sus puertas. Les encanta desprestigiarte en público y arrojar dudas acerca de tu ascendencia, tus hábitos personales y la verdadera paternidad de tus hijos.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_4}		La falta de sinceridad se desprende de todos los mensajes que el Senado emite aplaudiendo tus esfuerzos en beneficio de la República. Tu popularidad entre la plebe hace que la mayoría de los senadores se sientan incómodos, y algunos cuestionan abiertamente tu lealtad.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_5}		Una mayoría reconoce tu grandeza dentro del Senado, pero también muestra preocupación por tus motivaciones. La hostilidad directa de los senadores es acallada, pero siempre está presente debido a tu popularidad entre la plebe. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_6}		Los senadores alaban tus hazañas en público, pero la mayoría de ellos murmuran que te motivan una clara ambición, poco propia de un romano, y el ansia de gloria. No confían en ti en absoluto, y temen que seas tan popular entre la plebe.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_7}		Los senadores se cuidan de darte crédito por tus esfuerzos y te invitan a cenar a intervalos educados, pero sus sonrisas y alabanzas apestan a hipocresía y no poco miedo. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_8}		El Senado te tiene en la más alta estima, pero te prefiere cuanto más lejos, mejor. Y cuanto más lejos estés del centro del poder de Roma, ¡mejor visto estarás por el Senado! 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_9}		En público, los senadores hablan de ti como Rómulo renacido, un nuevo padre de la República. Sin embargo, en privado algunos de los más valientes sospechan que te convertirás en el dictador de Roma, ¡o algo peor!
¬ Transition messages for popularity with Senate and people
{SMT_SENATE_STANDING_RANKING_UP_TO_9}			La estima que te tiene el Senado de Roma ha alcanzado cotas sin precedentes. No podría tenerte en más alta estima ni aunque fueras el mismísimo Júpiter.
{SMT_SENATE_STANDING_RANKING_UP_TO_6}			Los senadores de Roma tienen una opinión mucho mejor de tus logros, y ahora te miran con buenos ojos... más o menos... casi siempre. 
{SMT_SENATE_STANDING_RANKING_UP_TO_3}			Tu posición ante los senadores de Roma ha mejorado mucho. Para empezar, ¡ya debería de ser bastante alivio que no apremien a los esclavos a lanzar estiércol en tu dirección!
{SMT_SENATE_STANDING_RANKING_DOWN_TO_4}		Tu posición ante los senadores de Roma está menguando, lo cual debería ser motivo de preocupación.
{SMT_SENATE_STANDING_RANKING_DOWN_TO_1}		Tu posición ante el Senado de Roma ha caído hasta lo más bajo. Es posible que cumplir los deseos del Senado haga que mejoren las cosas.
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_9}			¡La plebe te aclama desde los tejados, y le pone tu nombre a sus hijos en tu honor! Con la plebe tan de tu lado, quizá el poder absoluto no esté tan lejos, después de todo...
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_6}			La plebe conoce tu nombre, y cita tus triunfos complacida. Ésta es una señal más que esperanzadora, y una buena base para consolidar tu popularidad.
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_3}			Tu popularidad ante la plebe ha mejorado. ¡Cabe la esperanza de que algún día la gente cite tu nombre complacida en lugar de usarlo para asustar a los niños!
{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_4}		Tu apoyo entre la plebe de las calles de Roma está menguando. ¡Nadie puede esperar desafiar al Senado sin contar al menos con algún apoyo de la gente!
{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_1}		La plebe te odia apasionadamente, y resulta difícil pensar en algo que pueda hacerte más impopular. ¡Y no conviene convertir la impopularidad en un reto personal!
{SMT_SHOW_CHARACTER_INFO}				Mostrar el pergamino de información de este personaje
{SMT_STATE_ICON_SQUALOUR}				Inmundicia
{SMT_STATE_ICON_WAGES}				Los salarios de tus generales y agentes se dividen según el tamaño de los enclaves, y ésta es la cantidad que se paga aquí.
{SMT_STATE_ICON_UPKEEP_NEW}				El costo de rutina total de tus fuerzas armadas se divide según el tamaño de los enclaves. Esta es la cantidad que se paga aquí.
{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}	Controlar %d provincias y destruir la siguiente facción o facciones (o sobrevivir a ellas):	¬ allows for just one faction listed after message
{SMT_BY}		Por:
{SMT_ON}		En:
{SMT_ALLY}		Aliado:
{SMT_ENEMY}		Enemigo:
{SMT_REWARD_THROW_GAMES_DESCRIPTION}	Los juegos se celebrarán en tu honor con cargo al Senado
{SMT_GOVERNOR_POLICY_STRONGHOLD}		Política de crecimiento
{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Aceptad o atacaremos
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			No ataquéis, por favor
{SMT_GATES_OPEN_SETTLEMENT}			Tus espías se han infiltrado en este enclave\nHay un %d%% de probabilidades de que consigan abrir las puertas cuando ataques
{SMT_GATES_OPEN_FORT}				Tus espías se han infiltrado en este fuerte\nHay un %d%% de probabilidades de que consigan abrir las puertas cuando ataques
{SMT_VICTORY_CONDITION_OUTLAST_SENATE}		Destruir el Senado o sobrevivir a él
{SMT_ALLOW_BUILDING_TOOLTIP}				Hacer que la IA gestione toda la construcción en este enclave
{SMT_ALLOW_TROOP_PRODUCTION_TOOLTIP}			Hacer que la IA gestione todo el reclutamiento en este enclave
{SMT_AUTOMANAGE_ALL_TOOLTIP}				Hacer que la IA gestione toda la construcción y el reclutamiento en todos los enclaves
{SMT_AUTOMANAGE_TAXES_TOOLTIP}				Hacer que la IA gestione todos los impuestos en todos los enclaves
¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************
{SMT_GATES_OPEN_SETTLEMENT_ACTUAL}			Tus espías se han infiltrado en este enclave\nLas puertas estarán abiertas cuando ataques
{SMT_GATES_OPEN_FORT_ACTUAL}				Tus espías se han infiltrado en este fuerte\nLas puertas estarán abiertas cuando ataques
{SMT_GATES_OPEN_SETTLEMENT}			Tus espías se han infiltrado en este enclave. Hay un %d%% de probabilidades de que consigan abrir las puertas si atacas.
{SMT_GATES_OPEN_FORT}				Tus espías se han infiltrado en este fuerte. Hay un %d%% de probabilidades de que consigan abrir las puertas si atacas.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 9/03/04 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_DESTROY_BUILDING}		Destruye el edificio y recupera parte de su coste para tu tesoro.
{SMT_MISSION_ATTACK_OUTLAW_FACTION_PROPOSAL}	Esta facción ha sido prohibida. El Senado solicita que la ataques.
{SMT_MISSION_BLOCKADE_SUCCESS}		El Senado ha advertido que el bloqueo que pidió ya ha sido realizado.
{SMT_DESERTED}			Desertados
{SMT_SELECTED_MERCENARIES}					Mercenarios seleccionados (coste total: %d)
{SMT_DIED_TRAGIC}			Muertos trágicamente:
{SMT_DIED_BATTLE}			Muertos en combate:
{SMT_DIED_ASSASSINATED}		Asesinados:
{SMT_EXECUTED}			Ejecutados:
{SMT_DIED}				Muertes naturales:
{SMT_BORN}				Nacidos:
{SMT_DIED_PLAGUE}			Muertos por la peste:
{SMT_NEXT}				Siguiente:
{SMT_1_YEAR_REMAINING}		(queda 1 año)
{SMT_X_YEARS_REMAINING}		(quedan %d años)
{SMT_DEFEAT_BODY}			En el 14 d. C. murió Augusto, el primer emperador de Roma. En su testamento dejó el control del mundo romano en manos de Tiberio, como si éste se tratara de otra posesión más. Esto señala el fin de la República y la verdadera fundación del Imperio. Has conseguido mucho, pero esta vez no has igualado los logros del poderoso Augusto. Puedes continuar la campaña o volver a jugarla.
{SMT_DEFEAT}			No se han logrado las condiciones de victoria
{SMT_PENALTY_CENSOR_INVESTIGATES_FACTION}					Tras la investigación de tu facción realizada por el censor, %s se ha suicidado.
{SMT_REGIONS_GAINED}						Regiones controladas:
{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Conviértete en el gobernante supremo de Roma y controla al menos 50 provincias.
{SMT_AI_REINFORCEMENT}		Permitir que la IA controle este ejército
{SMT_REWARD_ONE_TRIARII_DESCRIPTION}	Se te recompensará con una unidad de triarios
{SMT_REWARD_TWO_TRIARII_DESCRIPTION}	Se te recompensará con dos unidades de triarios
{SMT_DISBAND}					Disolver unidad\nLas unidades navales solo pueden disolverse en un puerto patrio.\nLas unidades del general no pueden disolverse.


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			EXPANSION PACK TEXT BEGINS HERE!!!
¬*		ALL TEXT BELOW THIS LINE SHOULD BE EXPANSION ADDITIONS/CHANGES ONLY!!!
¬*
¬*¬***** Changes made after 1/05/05 15:18:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_SHOW_FACTION_LISTS}	Mostrar pergamino de listas
{SMT_OCCUPY_SETTLEMENT}		Ocupar el enclave
{SMT_RAZE_SETTLEMENT}		Saquear el enclave
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Controlar %d regiones, incluyendo:
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_2}	. Sobrevivir facciones:

{SMT_ESPIONAGE_IN_CARTHAGE_TITLE}				Formulado el Nuevo Testamento
{SMT_A_NEW_RELIGION_TITLE}					Los martirios de los sasánidas
{SMT_ERUPTION_AT_ETNA_TITLE}					El martirio de san Eusebio
{SMT_PLAGUE_IN_MACEDONIA_TITLE}				Primer concilio de Constantinopla
{SMT_STOIC_PHILOSOPHY_TITLE}					La destrucción del Serapeum
{SMT_HAND_PUMP_INVENTED_TITLE}					El fin de los Juegos Olímpicos
{SMT_LIBRARIAN_AT_ALEXANDRIA_TITLE}				El concilio de Cartago
{SMT_GREAT_LIBRARY_COMPLETED_TITLE}				La "Notitia Dignitarum"
{SMT_THROUGH_A_GLASS_CLEARLY_TITLE}				La Vulgata
{SMT_ARCHIMEDES_SCREW_TITLE}					Desaparece un monje británico hereje
{SMT_GREEK_LOGIC_TITLE}						Patricio introduce el cristianismo en Irlanda
{SMT_STAR_CATALOGUE_TITLE}					El concilio de Éfeso
{SMT_PLAGUE_IN_ALEXANDRIA_TITLE}				Revisada toda la legislación
{SMT_RITES_OF_BACCHUS_BANNED_TITLE}				El concilio de Calcedonia
{SMT_EARTHQUAKE_IN_PONTUS_TITLE}				Primacía papal
{SMT_CONCRETE_INVENTED_TITLE}					Surgen los eslavos
{SMT_ERUPTION_AT_VESUVIUS_TITLE}				Asesinada una filósofa pagana

{SMT_ESPIONAGE_IN_CARTHAGE_BODY}				Atanasio ha terminado de recopilar su Nuevo Testamento, presentando el canon en forma de veintisiete libros (los libros descartados pasan a llamarse "Apócrifos"). Se rumorea que la decisión de lo que se había de incluir y omitir se ha basado más en los intereses de la Iglesia que en la pura doctrina.
{SMT_A_NEW_RELIGION_BODY}					En un esfuerzo por erradicar el cristianismo de las tierras armenias, el gobernante sasánida ha martirizado a muchos cristianos, incluyendo a José de Persia y el obispo de Hnaita, que tenía 80 años. Se cree que estas acciones pretenden provocar al imperio romano demostrando su incapacidad para intervenir. Los hombres fueron torturados y luego apaleados hasta la muerte.
{SMT_ERUPTION_AT_ETNA_BODY}					Eusebio, el obispo de Samosata, en Siria, ha muerto al ser golpeado por una teja que le lanzaron durante una ceremonia de consagración. Eusebio había desafiado al emperador arriano Constantino en el 361 al negarse a entregarle las actas del Sínodo de Antioquía pese a la amenaza de que le cortaría la mano. Su determinación fue tan impresionante que Constantino lo dejó ir ileso.
{SMT_PLAGUE_IN_MACEDONIA_BODY}				La Iglesia cristiana ha celebrado un concilio en Constantinopla para conmemorar la derrota final del arrianismo, las enseñanzas de Arrio, el místico del siglo tercero. Se ordenó que se destruyeran todos sus libros y el arrianismo se convirtió en delito en el 326, pero sus enseñanzas sobre la naturaleza de Cristo atrajeron a muchos, a los godos entre ellos. Sin embargo, tal pensamiento erróneo ya ha sido erradicado por completo.
{SMT_STOIC_PHILOSOPHY_BODY}					En un esfuerzo por destruir las influencias paganas en Alejandría, el obispo de esta ciudad ha despojado los templos paganos de sus tesoros y los luce ahora en sus iglesias. En los disturbios consiguientes, los paganos se hicieron fuertes en el Serapeum, el templo más impresionante dedicado al buey sagrado Apis. Se les dejó ir indemnes, pero las promesas de respetar el templo fueron convenientemente ignoradas cuando una turba cristiana echó abajo el edificio piedra a piedra.
{SMT_HAND_PUMP_INVENTED_BODY}					Los Juegos Olímpicos, que se habían celebrado cada cuatro años desde hacía más de un milenio, tocan a su fin, ya que el emperador ha decretado que son un festival pagano.
{SMT_LIBRARIAN_AT_ALEXANDRIA_BODY}				Un concilio de la Iglesia celebrado en la ciudad de Cartago ha extendido la doctrina y las prácticas de la Iglesia cristiana. Tras una cuidadosa deliberación se ha decidido: primero, que las plegarias por los muertos tendrán un seguro efecto en que éstos suban al Cielo; y segundo, que las almas de los muertos pueden enmendar algunos pecados si pasan por el Purgatorio, pagando por sus malas obras si sufren los tormentos de la condenación durante un tiempo.
{SMT_GREAT_LIBRARY_COMPLETED_BODY}				Por fin se ha completado esta gran lista de dignatarios, de los cargos públicos que ostentan y de la posición y composición de las fuerzas armadas. La Notitia Dignitatum lista todos los cargos gubernamentales en ambas mitades del imperio e informa de la autoridad y las responsabilidades de cada uno.
{SMT_THROUGH_A_GLASS_CLEARLY_BODY}				Jerónimo ha completado su traducción del Antiguo y Nuevo Testamento del arameo y el hebreo al latín. Esta enorme obra (la "versio vulgata" o Biblia Vulgata) pronto se convertirá en la versión bíblica estándar de los católicos, o universal, del libro. Por desgracia, la traducción de Jerónimo se ve menoscabada en algunos aspectos por la prisa con la que trabajó, que ha comportado algunos errores y desaciertos.
{SMT_ARCHIMEDES_SCREW_BODY}					Pelagio, un monje y erudito britanorromano, podría haber sido asesinado a causa de sus enseñanzas heréticas. Había cometido el error de poner en duda la doctrina de Agustín, proponiendo ideas sobre la vida y el pecado que tenían mucho que ver con el pensamiento estoico de los paganos. Ya había evitado ser condenado por herejía una vez, pero la autoridad combinada de Agustín y Jerónimo llevó a su excomunión en el concilio de Cartago. Poco después de su excomunión, Pelagio desapareció. Se habla de juego sucio.
{SMT_GREEK_LOGIC_BODY}						Patricio (o Patrick) ha regresado a Irlanda con el evangelio del cristianismo. Maewyn Succat fue esclavo hasta que se escapó a los 16 años, estudió en los monasterios en la Europa continental y se cambió el nombre por el de Patricio. Ha regresado a Irlanda como resultado de un mandato que recibió en sueños.
{SMT_STAR_CATALOGUE_BODY}					Un concilio de la Iglesia celebrado en Éfeso ha calificado de heréticas las enseñanzas del erudito cristiano Nestorio porque atentan contra las auténticas creencias de la Iglesia. Nestorio había defendido (en voz más alta de lo aconsejable) que Cristo tenía dos naturalezas, humana y divina, completamente separadas.
{SMT_PLAGUE_IN_ALEXANDRIA_BODY}				Todo el edificio de la ley romana se ha cimentado sólidamente al organizarse, codificarse y ordenarse todas las leyes, estatutos y decretos promulgados durante mil años. Las leyes se han ordenado de manera que las más antiguas, ya derogadas, aparezcan por la fecha en que se dictaron, lo que permite una interpretación más razonable de la ley en ambas mitades del imperio y hace que todos los lugares del mundo romano se sientan parte de un todo mayor.
{SMT_RITES_OF_BACCHUS_BANNED_BODY}				El Concilio Ecuménico se ha reunido en Calcedonia y ha pulido el credo de la Iglesia relativo a la persona y obras de Cristo al aprobar, tras considerar todos los argumentos, que era "en verdad hombre y en verdad Dios". El concilio también ha decidido aumentar el "status" del patriarca de Constantinopla, dándole autoridad sobre Ponto, Asia y Tracia.
{SMT_EARTHQUAKE_IN_PONTUS_BODY}				El patriarca de Roma, el Papa, ha declarado una nueva doctrina que le otorga una autoridad absoluta sobre la Iglesia. Argumenta que su autoridad es divina y que emana directamente de Dios aunque la ejerza un hombre. Muchas personas ajenas al círculo de confianza del Papa han expresado sus dudas sobre este movimiento.
{SMT_CONCRETE_INVENTED_BODY}					Una nueva facción ha aparecido en el lejano norte. Los eslavos son un pueblo tribal que, al encontrar un nuevo poder como facción unida, empiezan a emigrar hacia el sur. Casi con toda seguridad buscan una presa fácil en los climas más cálidos de Europa... Ah, y echar de paso a cualquiera que encuentren allí.
{SMT_ERUPTION_AT_VESUVIUS_BODY}				Hipatia de Alejandría (filósofa platónica, matemática y astrónoma) ha sido asesinada por el único delito de ser pagana, demasiado lista y mujer. Su supuesta participación en una disputa religiosa entre la Iglesia y la autoridad pública de Alejandría ha bastado para que un grupo de monjes la apaleara hasta la muerte, le mutilara el cuerpo con caracolas afiladas y lo quemaran. La triste muerte de Hipatia marca un cambio radical en la actitud y tolerancia religiosa.

¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 18/04/2005 12:45:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_DOMINANT_RELIGION}		Religión dominante:
{SMT_BELIEFS}			Fuerza de las conversiones religiosas
{SMT_CURRENT_COMMITMENT}	Fuerza actual de la fe:
{SMT_PREDICTED_COMMITMENT}	Fuerza prevista de la fe:
{SMT_ABANDON_SETTLEMENT}	Abandonar el enclave y convertirse en horda
{SMT_CANNOT_FIGHT_AT_NIGHT}	Este ejército no puede librar batallas nocturnas
{SMT_TECH_TREE_THREAD_REQUIRES_TEMPLE_DESTRUCTION}	 Para construir esto es necesario destruir un edificio religioso existente
{SMT_SUPRESSES_RELIGIOUS_UNREST}	Suprime el descontento religioso:
{SMT_SUPRESSES_RELIGIOUS_CONVERSION}			Conversión religiosa:
{SMT_LIVING_FACTIONS}						Facciones "vivas"
{SMT_CANNOT_ABANDON_SETTLEMENT_UNDER_SIEGE}		Solo se podrá abandonar este enclave cuando no esté asediado
{SMT_CANNOT_ABANDON_SETTLEMENT_NOT_LAST_SETTLEMENT}	Solo se podrá abandonar este enclave cuando sea el último que te quede
{SMT_CANNOT_ABANDON_SETTLEMENT_ALREADY_ABANDONED}	Tu gente está cansada de emigrar constantemente y quiere establecerse por un tiempo
{SMT_CANNOT_ABANDON_SETTLEMENT_HORDE_UNITS}		No se puede abandonar este enclave porque no es posible reunir los ejércitos de tu horda
{SMT_VICTORY_CONDITION_HOLD_REGIONS_DESCR_1}	Tener %d enclaves, incluyendo:
{SMT_CURRENT_CONVERSTION_STRENGTH}		Fuerza de conversión actual: %d
{SMT_PREDICTED_CONVERSION_STRENGTH}		Fuerza de conversión prevista: %d
{SMT_PASSENGERS_CANT_BE_MOVED}		Éste es el barco de un almirante. No cederá el mando mientras haya pasajeros a bordo que no puedan transferirse.
{SMT_CANNOT_OCCUPY_SACKED_SETTLEMENT}	Este enclave ha sido saqueado y no constituirá un buen hogar para tu pueblo.

{SMT_DISBAND}						Disolver unidad
{SMT_DISBAND_IMPOSSIBLE_IN_BATTLE}			No se pueden disolver unidades una vez provocada la batalla
{SMT_DISBAND_IMPOSSIBLE_NAMED_GENERAL}		La unidad del general no se puede disolver
{SMT_DISBAND_IMPOSSIBLE_WHILST_SIEGING}		No se pueden disolver unidades mientras se monta un asedio
{SMT_DISBAND_IMPOSSIBLE_DOCKED}			No se pueden disolver barcos que no estén atracados
{SMT_DISBAND_IMPOSSIBLE_NOT_ON_LAND}		No se pueden disolver unidades mientras estén en el mar
{SMT_DISBAND_IMPOSSIBLE_WHILST_EXCHANGING}	No se pueden disolver unidades mientras estén en proceso de transferencia
{SMT_BELIEF_BREAKDOWN}					Desglose de la fe
{SMT_MERCENARY_PAY_FROM_LOOTING}			Denarios del saqueo pagados a los mercenarios: 
{SMT_CONVERSION_BUILDINGS}				Edificios religiosos
{SMT_CONVERSION_CHARACTERS}				Personajes en la región
{SMT_CONVERSION_REGIONS}				Regiones vecinas
{SMT_CONVERSION_GAMES}					Juegos en celebración
{SMT_BATTLE_TOO_LARGE_PERFORMANCE_WARNING}	Al añadir este refuerzo, la batalla excede el tamaño recomendable para los ajustes detectados, lo que puede dar lugar a una reducción del rendimiento.
{SMT_STATE_ICON_GOVERNOR_WRONG_RELIGION}		La religión del gobernante difiere de la religión oficial del enclave
{SMT_STATE_ICON_FACTION_LEADER_WRONG_RELIGION}	La religión de los líderes de la facción difiere de la religión oficial del enclave


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
¬*******************************************************************************************************
¬*******************************************************************************************************
¬*
¬*			CHANGES BENEATH THIS LINE!!!
¬*		
¬*
¬*			Only changes made after 27/06/2005 12:02:00
¬*
¬*******************************************************************************************************
¬*******************************************************************************************************
¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

{SMT_BI_DEFEAT_BODY}			Tu facción no ha alcanzado la gloria que merecía, pero ese destino no solo te ha tocado a ti. En el 476 d. C. fue depuesto el último emperador romano de occidente. En oriente, "Roma" sobrevivió, a su manera, como el imperio de Bizancio, de lengua griega, hasta que también cayó bajo los invasores en 1453. Puedes continuar la campaña o volver a jugarla.
{SMT_DOMINANT_RELIGION}						Religión oficial:
{SMT_OFFICIAL_RELIGION_FACTOR_RELIGIOUS_BUILDING}	Fijada por templo/altar
{SMT_OFFICIAL_RELIGION_FACTOR_GOVERNOR}			Fijada por gobernante
{SMT_OFFICIAL_RELIGION_FACTOR_LEADER}			Fijada por líder de la facción
{SMT_OFFICIAL_RELIGION_FACTOR_WORLD}			Fijada por la religión dominante del mundo


¬+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
