¬ Text file converted with loc_parser
{SMT_CULTURE_ROMAN}				Römisch
{SMT_DIPLOMACY_CHANGE_YEARLY_PAYMENT}		Tribut ändern
{SMT_ATTACK_VS_TROOPS}				Angriff gegen Truppen
{SMT_ATTACK_VS_BUILDINGS}			Angriff gegen Gebäude
{SMT_MELEE_ATTACK}				Nahkampf-Angriff
{SMT_MISSILE_ATTACK}				Fernkampf-Angriff
{SMT_WEAPON_TYPE}				Waffenart
{SMT_LIGHT}					Leicht
{SMT_MISSILE}					Fernkampf
{SMT_HEAVY}					Schwer
{SMT_NO_UPGRADE}				Kann nicht verbessert werden
{SMT_TOTAL_DEFENCE}				Defensive gesamt
{SMT_ATTACK_CHARGE}				Ansturmbonus
{SMT_EMPTY_OFFICES}				Freie Senatsämter:
{SMT_STATE_ICON_PLAGUE}				Seuche		
{SMT_SETTLEMENT_HAS_FOOD_FOR_X_YEARS}		Diese Siedlung hat genug Nahrung für %d Runden.
{SMT_FORT_HAS_FOOD_FOR_X_YEARS}			Dieses Fort hat genug Nahrung für %d Runden.
{SMT_SETTLEMENT_HAS_FOOD_FOR_1_YEAR}		Diese Siedlung hat genug Nahrung für eine Runde.
{SMT_FORT_HAS_FOOD_FOR_1_YEAR}			Dieses Fort hat genug Nahrung für eine Runde.
{SMT_SUBTERFUGE_COLON}				Talent:
{SMT_DEFENCE}					Verteidigungsfähigkeit
{SMT_REWARD_UNITS_AT_YOUR_CAPITAL}		Eure Einheiten-Belohnung befindet sich in Eurer Hauptstadt:\n
{SMT_MISSION_PEACE_TALKS_PROPOSAL}		Der Senat bittet Euch, einen Diplomaten zu dieser Seite zu entsenden und zu versuchen, das Verhältnis zu ihr zu verbessern. Es wird kein besonderes Resultat erwartet - nur, dass Ihr den Diplomaten als ersten Schritt entsendet und er eine Vereinbarung schließt.
{SMT_MISSION_PEACE_TALKS_FAILURE}		Der Senat stellt fest, dass Ihr keinen diplomatischen Kontakt zu dieser Seite herstellen konntet.
{SMT_PENALTY_SECRET_INFORMATION_EXPOSURE}	Eure beschämenden und widerwärtigen Praktiken werden das Gespräch der Klatschmäuler in ganz Rom sein.
{SMT_CHARACTER_PLAGUED}				Dieser Charakter ist von der Seuche angesteckt.
{SMT_NOTHING_TO_CONSTRUCT}			Momentan können keine Gebäude errichtet werden.
{SMT_NOTHING_TO_TRAIN}				Momentan können keine Einheiten rekrutiert werden.
{SMT_LOCATE_MISSION_TARGET}			Missionsziel anzeigen
{SMT_REPAIRED}					Repariert
{SMT_RETRAINED}					Fortgebildet
{SMT_VARIES}					Variiert
{SMT_GATES_OPEN_SETTLEMENT}			Eure Spione haben diese Siedlung infiltriert\nDie Tore werden bei einem Angriff offen stehen.
{SMT_GATES_OPEN_FORT}				Eure Spione haben dieses Fort infiltriert\nDie Tore werden bei einem Angriff offen stehen.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 29/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_VICTORY_CONDITION_IMPERATOR_DESCR}	Werdet zum Herrscher Roms und haltet mindestens 50 Provinzen
{SMT_CORRUPTION_AND_OTHER}			Korruption und Sonstiges
{SMT_SELECT_FORT_OR_WATCHTOWER}		Fort oder Wachturm zum Bauen wählen
{SMT_FAMILY_MEMBERS}				Familienmitglieder:
{SMT_CAPITAL_TITLE}				Hauptstadt
{SMT_GARRISON_COMMANDER}			Garnisonskommandant
{SMT_LAND_IMPORTS}				Land-Importe
{SMT_IMPORTS}					See-Importe
{SMT_SEA_EXPORTS}					See-Exporte
{SMT_BLOCKADED}					Blockiert
{SMT_WITHIN_X_TURNS}				(innerhalb von %d Runden)
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Erfolgswahrscheinlichkeit: %d%%
{SMT_DESTROY_BUILDING}				Gebäude einreißen und Teile der Kosten zurückführen.
{SMT_TIME_TO_PROCESS_SIEGE_QUEUE}		Bauzeit für Liste: %d Runden


¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_CHARACTER_BRIBED}			Der folgende Charakter schließt sich Eurer Seite an:
{SMT_SETTLEMENT_BRIBED}			Die folgende Siedlung schließt sich Eurer Seite an:
{SMT_VISITORS_BRIBED}			Die folgenden Besucher schließen sich Eurer Seite an:
{SMT_TRAVELLERS_BRIBED}			Die folgenden Reisenden schließen sich Eurer Seite an:
{SMT_ENTIRE_ARMY_BRIBED}		Die gesamte Armee schließt sich Eurer Seite an
{SMT_ENTIRE_ARMY_DISBANDED}		Die gesamte Armee wird sich auflösen
{SMT_UNITS_BRIBED}			Die folgende Einheitenzahl wird sich Eurer Seite anschließen:
{SMT_UNITS_DISBANDED}			Die folgende Einheitenzahl wird sich auflösen:
{SMT_TAX}					Steuer
{SMT_AUTOMANAGE_TAXES_TOOLTIP}		Zulassen, dass die automatische Verwaltung auch den Steuersatz in allen Siedlungen anpasst
{SMT_AUTOMATE_TAXES}			Nur die Steuern automatisch verwalten lassen
{SMT_QUICKSAVE}				Schnellspeichern
{SMT_LOCATE_BATTLE}			Schlachtposition anzeigen
{SMT_ERUPTION_AT_ETNA_BODY}		Der Gott Vulcanus hat den Ätna ausbrechen lassen! Tausende sind unter der feurigen Lava ums Leben gekommen.
{SMT_AUTOMANAGE_ALL_TOOLTIP}		Für jede Siedlung automatisch einen KI-Bauassistenten einsetzen
{SMT_AUTOMATE_ALL}			Alles automatisch verwalten lassen
{SMT_STATE_ICON_DEVASTATION}		Verwüstung
{SMT_INAPPROPRIATE_UNITS_FOR_ASSAULT}	Angriff nicht möglich, da Ihr keine Einheiten besitzt, die Gebäude angreifen können.
{SMT_EXCHANGE_COMMANDING_OFFICER}	Das ist das Schiff des ranghöchsten Admirals. Er übergibt das Kommando nicht an einen anderen.
{SMT_EXCHANGE_IN_ZOC}			Diese Einheit befindet sich momentan in einer feindlichen Kontrollzone und kann daher diese Runde nicht mehr ziehen.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{SMT_OPEN_DEMANDS}				Etwas Angemessenes im Austausch für unser Angebot
{SMT_OPEN_OFFERS}					Nennt Euren Preis und Eure Forderungen
{SMT_THIS_CHARACTER_IN_YOUR_FACTION}	Dieser Spion ist ein Mitglied Eurer Seite
{SMT_CHANCE_OF_SUCCESS_X_PERCENT}		Erfolgswahrscheinlichkeit: %d%%

¬15 provinces and outlive faction

{SMT_SHORT_VICTORY_ROMANS_BRUTII}	Euer Sieg ist Eurer stolzen Bruti-Vorfahren würdig. Die abscheulichen Makedonier und parfümierten Griechen sind von uns gegangen; zurück bleiben nur noch ihre Ruinen! Herzlichen Glückwunsch, dass Ihr Eure Familie als wahre Römer zum Triumph geführt habt!
{SMT_SHORT_VICTORY_ROMANS_JULII}		Euer Sieg ist eines wahren Römers würdig. Die Familie der Julier genießt es voller Freude, dass die barbarischen und haarigen Gallier vernichtet sind! Dies ist wahrlich ein Grund zum Feiern!
{SMT_SHORT_VICTORY_ROMANS_SCIPII}	Euer Sieg ist ein wahrlich nobler! Eure Erzfeinde in Afrika - die Karthager und Numider - sind nur noch eine Fußnote der Geschichte, die von nun an über Euren ruhmreichen Triumph berichten wird!
{SMT_SHORT_VICTORY_BRITONS}		Euer Sieg ist eine große Feier wert, mit viel Wein, Wein und nochmals Wein! Die üblen und nach Zwiebeln stinkenden Gallier wurden vernichtet und Euer Land kann sich mit vielen tapferen Kriegern schmücken! Genießt Euren Triumph!
{SMT_SHORT_VICTORY_CARTHAGE}		Der Sieg schmeckt süß und ist wahrhaft groß! Die hinterhältigen und verlogenen Scipionen liegen in ihren Gräbern - keine Sekunde zu früh. Auch die barbarischen Spanier bereiten Euch nicht länger Sorgen. Kostet Euren Triumph aus!
{SMT_SHORT_VICTORY_EGYPT}		Jeder Pharao wäre höchst erfreut, einen solchen Sieg feiern zu können. Die Gefahr durch die Seleukiden hat ein Ende und Ägypten ist groß und mächtig. Dies ist ein Tag der Freude: ein Tag des Sieges unter Eurer Führung!
{SMT_SHORT_VICTORY_GAULS}		Die Familie der Julier und ihre lügenden Verbündeten im Senat von Rom wurden in die Knie gezwungen. Gallische Krieger regieren große Teile der Welt, was Eurer Umsicht und Führung zu verdanken ist. Feiert Euren Sieg!
{SMT_SHORT_VICTORY_GERMANS}		Der Sieg beglückt die Germanen dank Eurer inspirierenden Führung! Die brutalen Dakier und die verrückten Reiter der Skythen sind alle tot oder versklavt. Die germanischen Krieger kontrollieren viele Länder!
{SMT_SHORT_VICTORY_GREEK_CITIES}		Die Götter sind zufrieden mit Eurer Arbeit und der Sieg gehört Euch! Die Makedonier und Thraker wurden vom Staub verschluckt. Alle wahren und aufrichtigen Griechen feiern Euren Erfolg!
{SMT_SHORT_VICTORY_PARTHIA}		Der Sieg ist Euer! Die Reiter von Parthien kontrollieren dank Eurer resoluten Führung viele Länder. Und was noch viel besser ist, die niederträchtigen Seleukiden und Armenier wurden versklavt oder ausgerottet!
{SMT_SHORT_VICTORY_SELEUCID}		Heute kann das Seleukidenreich feiern - und dies dank Eurer ruhmreichen Führung! Doch was noch viel besser ist, die unnatürlichen Ägyter, die dem Tod huldigen, sind alle bei ihren Vorfahren - mögen sie ein geselliges Wiedersehen feiern!

¬long game, 50 provinces and conquer Rome

{SMT_LONG_VICTORY_ROMANS_BRUTII}	Rom steht nun sicher unter der Herrschaft der Bruti! Was versprochen wurde, wurde unter Eurer starken Führung gehalten. Die Faust eines Bruti hält nun die Rute in der Hand, die der Welt das Gesetz bringen wird! Dafür haben die Bruti seit Jahren gekämpft, und nun haben sie gesiegt!
{SMT_LONG_VICTORY_ROMANS_JULII}		Dieser Moment ist zu genießen! Rom und das Reich - ja sogar die Welt - liegen Euch zu Füßen und das römische Volk liebt Euch! Sorgt Euch nicht länger um die alten Weiber im Senat. Eure Feinde sind schwach, verwirrt und vernichtend geschlagen. Dies ist Euer Sieg. Erfreut Euch an der Macht, die Ihr verdient habt!
{SMT_LONG_VICTORY_ROMANS_SCIPII}	Das großartige Geschlecht der Scipionen wurde von den Göttern und Eurer inspirierten Führung gesegnet! Der Geschmack des Sieges ist ein guter. Alle Römer können nun ruhig schlafen, wohl wissend, dass wir das Reich beherrschen und sie vor allen Feinden beschützen. Die Armee der Römer - der Scipionen - kontrolliert jetzt ein Reich, das sich über die Welt erstreckt! Der Sieg gehört Euch!
{SMT_LONG_VICTORY_BRITONS}		Ihr habt gesiegt! Die römische Welt ist vergangen und nun sind es unsere Krieger, die die Länder zwischen Sonnenauf- und Untergang beherrschen. Auf der ganzen Welt stimmen die Druiden Lobgesänge auf die alten Götter an! Kostet diesen Moment aus, erhebt Euren Siegeskelch und trinkt einen großen Schluck daraus!
{SMT_LONG_VICTORY_CARTHAGE}		Die Welt gehört Euch, ebenso der Sieg! Keine andere Macht kann die Größe bedrohen, die Karthago unter Eurer inspirierten und gewinnbringenden Führung erreicht hat! Dieser Tag ist ein Tag zum Feiern, um sich die Welt so vorzustellen, wie sie unter der karthagischen Herrschaft werden wird!
{SMT_LONG_VICTORY_EGYPT}		Der Sieg ist Euer! Eure Feinde sind im Schatten verschwunden oder vom Wüstenwind davongetragen worden. Die Pharaonen der Zukunft werden Euren Namen annehmen, um zu würdigen, wie Ihr die Ägypter zu solchem Ruhm führtet!
{SMT_LONG_VICTORY_GAULS}		Der gallische Mut und Eure führende Hand haben den Sieg herbeigeführt! Feiert Eure Leistungen und blickt auf die Weiten des gallischen Reiches herab - ein Wunder der Welt in all seiner Glorie. Andere Völker können nur verzweifeln und vor Angst erzittern!
{SMT_LONG_VICTORY_GERMANS}		Ihr habt das tapfere Volk der Germanen aus den dunklen Wäldern in die sonnenerhellten Gefilde des Sieges geführt! Der Sieg ist Euer und alle niederen Völker der Welt fürchten den Ansturm Eurer Armeen. Es ist ein Sieg - eines Barbarenvolkes! 
{SMT_LONG_VICTORY_GREEK_CITIES}		Die Zivilisation wurde an alle Enden der Welt getragen! Die Griechen herrschen weise und gut über viele Lande - es ist ein Sieg! Besser noch: Es ist ein Sieg, den wir Eurer intelligenten und gewissenhaften Führung verdanken! Die Götter des Olymp haben Euch wahrlich mit wundersamen Führungsqualitäten gesegnet!
{SMT_LONG_VICTORY_PARTHIA}		Parthien ist nun kein Königreich mehr, auf das andere mit Verachtung schauen. Eure überlegenen Fähigkeiten haben den parthischen Armeen zum Sieg verholfen und ein parthisches Banner ziert nun die Mauern vieler Städte. Die Welt ist nun das Spielzeug der Parther!
{SMT_LONG_VICTORY_SELEUCID}		Das Seleukidenreich hat nun die größte Macht der Welt inne und wird von keiner Seite mehr bedroht! Eure Führung und Euer Geschick haben den Seleukiden zu diesem Sieg verholfen, und in allen Städten werden Statuen von Eurer Ehre künden! Selbst die Götter blicken voll des Neids auf Euch!

¬defeat, by a major power

{SMT_DEFEATED_BY_ROMANS_BRUTII}	Der Sieg ist Euch entronnen und die Bruti, diese bösartigen Römer, halten nun die Welt in ihrer eisernen Hand. Dadurch ist sie zu einem finsteren, schrecklichen Ort geworden!
{SMT_DEFEATED_BY_ROMANS_JULII}		Der Sieg entglitt Euch und damit auch die Gelegenheit, die Welt Eurer Herrschaft zu unterwerfen. Die Julier, diese Freunde der römischen Meute, sind die neuen Herren. Das Römische Reich wurde für die Zukunft gesichert!
{SMT_DEFEATED_BY_ROMANS_SCIPII}	Der Götter haben Eure Anstrengungen nicht unterstützt und damit habt Ihr die Möglichkeit zum Sieg verloren. Stattdessen waren anscheinend die römischen Scipionen bevorzugt - wie sie es schon immer behaupteten - und bestimmen von nun an das Schicksal der Welt!
{SMT_DEFEATED_BY_BRITONS}		Die blau bemalten Britannier und ihre Druiden haben den Sieg an sich gerissen. Dieses Mal tragt Ihr den bitteren Nachgeschmack der Niederlage statt des süßen Siegesweins in Eurem Munde!
{SMT_DEFEATED_BY_CARTHAGE}		Euch bleibt nichts als die Niederlage! Die Karthager und ihre Söldner haben heute gesiegt! Ihre grausamen, mordlüsternen Praktiken werden sich auf der Welt ausbreiten und alle werden vor Angst erbeben. 
{SMT_DEFEATED_BY_EGYPT}		Der Pharao und seine sklavenhaften Anhänger haben Euch den Sieg entrissen. Dies ist ein dunkler Tag, an dem diese todverehrenden, leichenbesessenen Irrsinnigen zu derartiger Macht gelangen!
{SMT_DEFEATED_BY_GAULS}		Der Sieg gehört nicht mehr länger Euch. Die hosentragenden und unmenschlich behaarten Gallier haben die Herrschaft an sich gerissen! Es ist tragisch, dass ein so ungewaschenes Volk einen so großen Teil der Welt in der Hand hat!
{SMT_DEFEATED_BY_GERMANS}		Die Niederlage ist Euer einziger Lohn! Offensichtlich haben die Götter Euch den Rücken zugekehrt. Die Germanen - ein Volk von Wahnsinnigen aus den abgelegensten Wäldern - haben all ihre Feinde besiegt! Dies ist wahrlich ein schrecklicher Tag!
{SMT_DEFEATED_BY_GREEK_CITIES}		Von allen Völkern haben ausgerechnet die Griechen den Sieg errungen! Es ist ein dunkler Tag, an dem übermäßig schöne, parfümierte Gecken, die sich selbst für zivilisiert halten, an Eurer Stelle den Sieg verkünden. Doch eine Niederlage muss nicht ewig währen ...
{SMT_DEFEATED_BY_PARTHIA}		Die listigen, gerissenen Parther haben Euch den Sieg vor der ausgestreckten Hand fortgeschnappt. Es ist ein trauriger Tag, wenn ein pferdenärrisches Volk aus dem Osten den Sieg davonträgt, der Euch gebührt hätte!
{SMT_DEFEATED_BY_SELEUCID}		Das Seleukidenreich hat triumphiert und für Euch ist der Sieg nun unerreichbar. Zwar sind all Eure Pläne gescheitert, doch werden die freien Völker der Welt sich damit zufrieden geben, unter dem grausamen Joch der Seleukiden zu stehen?

¬defeat, by an unplayable faction

{SMT_DEFEATED_BY_ROMANS_SENATE}	Der römische Senat hat triumphiert und in diesem Moment werden die Alten in Rom den Erfolg begießen! All Eure Mühen waren dank der Intrigen und hinterhältigen Taktiken Eurer Gegner vergebens. 
{SMT_DEFEATED_BY_MACEDON}		Unter Alexander dem Großen hätten die Makedonier beinahe die Welt erobert. Nun haben sie immerhin genug getan, um wieder einmal zu Sieg und Ruhm zu gelangen. Alle anderen Völker - darunter das Eure - können nur eine Niederlage "feiern"! 
{SMT_DEFEATED_BY_PONTUS}		Ihr wurdet besiegt! Im Osten ist eine neue Macht aufgestiegen, deren Generäle und Statthalter sich nun als Herren vieler Länder rühmen. Das pontische Volk hat wahrlich etwas zu feiern!
{SMT_DEFEATED_BY_ARMENIA}		Im Osten ist eine neue Macht aufgestiegen. Die Armenier haben den Sieg davongetragen. Alle anderen Völker - das Eure eingeschlossen - werden sich schließlich diesem neuen Reich beugen müssen!
{SMT_DEFEATED_BY_DACIA}		Die barbarischen Dakier haben gesiegt! Ist es zu ertragen, dass ein solches Volk sich nun für die größte Macht auf der Welt hält? Dies ist ein schrecklicher Tag für all diejenigen, durch deren Adern auch nur ein Tropfen zivilisierten Blutes strömt!
{SMT_DEFEATED_BY_SCYTHIA}		Ihr wurdet besiegt! Aus ihren weiten Steppen kamen die Skythen angeritten, um den Sieg zu fordern! Kein anderes Volk wäre in der Lage, diesen Barbaren die Herrschaft streitig zu machen.
{SMT_DEFEATED_BY_SPAIN}		Ihr wurdet besiegt! Alle Völker der Welt sind sich einig, dass es den barbarischen Spaniern zusteht, ihren Sieg zu verkünden und sich als die neuen Oberherren der Welt aufzuspielen!
{SMT_DEFEATED_BY_THRACE}		Die barbarischen Thraker haben gesiegt! Ist es zu ertragen, dass ein solches Volk sich nun für die größte Macht auf der Welt hält? Dies ist ein schrecklicher Tag für all diejenigen, durch deren Adern auch nur ein Tropfen zivilisierten Blutes strömt!
{SMT_DEFEATED_BY_NUMIDIA}		Ihr findet Euch im Angesicht der Niederlage wieder. Den gerissenen Numidern ist es gelungen, den Sieg und vermutlich auch die Weltherrschaft davonzutragen. Ihr Reich könnte sich eines Tages von Afrika bis in die entfernten Steppen erstrecken!
{SMT_DEFEATED_BY_SLAVE}		Eine Meute von Sklaven, Rebellen und Nörglern hat den Sieg davongetragen. Nun stolzieren diese Leute, die nur des Straßenfegens würdig sind, umher, als seien sie die neuen Herrscher der Welt. Vielleicht sind sie das sogar tatsächlich ...

{SMT_LAND_IMPORTS}		Landhandel (Importe und Exporte)
{SMT_1_REGION_LEFT}		Nehmt noch 1 Region ein

{SMT_MISSION_BLOCKADE_PROPOSAL}		Der Senat bittet Euch, eine Eurer Flotten zu entsenden, um diesen Hafen für eine Runde zu blockieren. Hierdurch wird der Druck auf diese Seite erhöht, indem Ihr ihre Einnahmen reduziert.
{SMT_NEED_GOVERNOR_TO_MANAGE}		Bewegt ein Familienmitglied als Statthalter in die Siedlung, um sie automatisch verwalten zu können.

{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT}			Dieses Fort sollte noch weitere %d Runden durchstehen können.
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT}		Im Falle einer Belagerung kann dieses Fort %d Runden durchhalten.
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_FORT_1_TURN}		Dieses Fort sollte noch eine weitere Runde durchstehen können.
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_FORT_1_TURN}		Im Falle einer Belagerung kann dieses Fort noch 1 Runde durchhalten.
{SMT_SIEGE_DURATION_WHILST_UNDER_SIEGE_1_TURN}			Diese Siedlung sollte noch eine weitere Runde durchstehen können.
{SMT_SIEGE_DURATION_WHILST_NOT_UNDER_SIEGE_1_TURN}		Im Falle einer Belagerung kann diese Siedlung noch 1 Runde durchhalten.
{SMT_BLOCKADED}					(Blockiert)

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬Popular with the people >5, and then the Senate says...

{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_0}		In den Augen des Senats besitzt Ihr weniger Wert als die Ratten in der Cloaca Maxima! Doch fürchtet er Eure Beliebtheit bei den Massen und das, wozu Ihr fähig seid. Ihr seid die größte Bedrohung der Republik und der römischen Freiheit.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_1}		Viele Stimmen im Senat beschuldigen Euch öffentlich der ausländischen und perversen Praktiken! Sie ergreifen jede Gelegenheit, um Euren Namen zu beschmutzen und Eure Niederlagen zu feiern. Das alles selbstverständlich im Interesse Roms. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_2}		Oft hat der Senat Euren Wert debattiert, ist jedoch zu keinem erfreulichen Ergebnis gelangt. Viele Senatoren wären erfreut, an Spielen zu Ehren Eures Begräbnisses teilzunehmen. Einige wären erfreut, für diese Spiele zu zahlen.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_3}		Die Senatoren wenden sich auf der Straße von Euch ab und verschließen ihre Türen vor Euch. Gern verleumden sie Euch öffentlich, erwecken Zweifel bezüglich Eurer Herkunft, Eurer Angewohnheiten und der Vaterschaft Eurer Kinder.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_4}		Jede Botschaft des Senats, in der er Eure Mühen für die Republik preist, stinkt nach Unaufrichtigkeit. Eure Beliebtheit bei den Massen bereitet vielen Senatoren Unbehagen, und einige bezweifeln öffentlich Eure Loyalität.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_5}		Eine Mehrheit im Senat erkennt Eure Größe an, ist jedoch um Eure Beweggründe besorgt. Noch hält sich die Feindseligkeit des Senats zumindest in der Öffentlichkeit in Grenzen, dort zeigt er sich erfreut über Eure Beliebtheit beim Volk. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_6}		Öffentlich preist der Senat Eure Taten, doch munkelt man, Ihr werdet von unrömischer Ambition und Gier nach Ruhm getrieben. Man traut Euch nicht und fürchtet, Ihr könntet beim Volk zu beliebt sein.
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_7}		Die Senatoren loben eifrig Eure Mühen und laden Euch in höflichen Abständen zum Gelage ein, doch hinter ihrem Lächeln und Lob stecken Unaufrichtigkeit und eine gehörige Portion Furcht. 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_8}		Der Senat bringt Euch Hochachtung entgegen, doch in der Ferne seid Ihr ihm am liebsten. Je weiter Ihr Euch vom Zentrum der Macht in Rom entfernt, desto mehr wird der Senat Euch schätzen! 
{SMT_SENATE_STANDING_RANKING_TOO_POPULAR_9}		Öffentlich rufen Euch die Senatoren den wiedergeborenen Romulus, den neuen Vater der Republik. Insgeheim jedoch vermuten die Tapfersten unter ihnen, dass Ihr Euch zum Diktator Roms ernennen könntet, oder noch schlimmer!

¬ Transition messages for popularity with Senate and people

{SMT_SENATE_STANDING_RANKING_UP_TO_9}			Euer Ansehen beim Senat von Rom hat neue Höhen erreicht. Man könnte Euch nicht höher schätzen, selbst wenn Ihr Jupiter in Person wäret.
{SMT_SENATE_STANDING_RANKING_UP_TO_6}			Die Meinung der römischen Senatoren über Eure Leistungen hat sich deutlich verbessert und nun ist man mit Euch ... die meiste Zeit ... beinahe ... zufrieden. 
{SMT_SENATE_STANDING_RANKING_UP_TO_3}			Euer Ansehen beim römischen Senat ist gestiegen. Für den Anfang solltet Ihr es genießen, dass die Senatoren ihre Sklaven nicht mehr anweisen, mit Exkrementen auf Euch zu zielen!

{SMT_SENATE_STANDING_RANKING_DOWN_TO_4}		Euer Ansehen beim römischen Senat schwindet dahin, was bei Euch Besorgnis erregen sollte.
{SMT_SENATE_STANDING_RANKING_DOWN_TO_1}		Euer Ansehen beim Senat von Rom hat seinen Tiefpunkt erreicht. Die Wünsche des Senats zu erfüllen könnte Eure Lage bessern.

{SMT_SENATE_POPULAR_SUPPORT_UP_TO_9}			Der Pöbel schreit Euren Namen von den Dächern und benennt seine Kinder nach Euch! Wenn die Massen wie jetzt auf Eurer Seite stehen, ist es doch denkbar, dass die oberste Macht noch greifbar sein könnte ...
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_6}			Die Massen kennen Euren Namen und sprechen zustimmend von Euren Erfolgen. Das ist ein mehr als gutes Zeichen und eine gute Ausgangslage, von der aus Ihr Eure Beliebtheit sichern könntet.
{SMT_SENATE_POPULAR_SUPPORT_UP_TO_3}			Eure Beliebtheit beim Pöbel ist gestiegen. Es besteht also Hoffnung, dass man Euren Namen eines Tages mit Zustimmung rufen wird, anstatt damit kleinen Kindern Angst zu machen!

{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_4}		Die Unterstützung, die das Volk auf den Straßen Roms Euch gab, schwindet dahin. Man kann nicht erwarten, den Senat herausfordern zu können, wenn man nicht wenigstens etwas Unterstützung vonseiten des Volkes genießt!
{SMT_SENATE_POPULAR_SUPPORT_DOWN_TO_1}		Das gemeine Volk hasst Euch inbrünstig und es ist kaum eine Folge von Ereignissen vorstellbar, die diesen Zustand zu verändern vermag. Eine solche Ereignisfolge zu erfinden wäre mehr als eine Herausforderung!

{SMT_SHOW_CHARACTER_INFO}				Informationen dieses Charakters ansehen

{SMT_STATE_ICON_SQUALOUR}				Schmutz
{SMT_STATE_ICON_WAGES}				Der Sold Eurer Generäle und Agenten wird im Verhältnis der Siedlungsgrößen aufgeteilt. Dies ist die hier gezahlte Summe.
{SMT_STATE_ICON_UPKEEP_NEW}				Die Unterhaltskosten Eurer Streitkräfte werden im Verhältnis der Siedlungsgrößen aufgeteilt. Diese Summe wird gezahlt.

{SMT_VICTORY_CONDITION_OUTLIVE_FACTIONS_DESCR}	Haltet %d Provinzen und besiegt oder überlebt die Folgende(n) Seite(n):	¬ allows for just one faction listed after message
{SMT_BY}		Wer:
{SMT_ON}		Wem:
{SMT_ALLY}		Verbündet:
{SMT_ENEMY}		Feind:

{SMT_REWARD_THROW_GAMES_DESCRIPTION}	Spiele werden auf Kosten des Senats abgehalten.
{SMT_GOVERNOR_POLICY_STRONGHOLD}		Wachstums- Baupolitik

{SMT_DIPLOMACY_OFFER_THREAT_OF_ATTACK}			Nehmt an, oder wir greifen an
{SMT_DIPLOMACY_OFFER_DEMAND_NO_ATTACK}			Bitte greift nicht an
{SMT_GATES_OPEN_SETTLEMENT}			Eure Spione haben diese Siedlung infiltriert.\nDie Tore werden bei einem Angriff mit einer Wahrscheinlichkeit von %d%% offen stehen.
{SMT_GATES_OPEN_FORT}				Eure Spione haben dieses Fort infiltriert.\nDie Tore werden bei einem Angriff mit einer Wahrscheinlichkeit von %d%% offen stehen.
{SMT_VICTORY_CONDITION_OUTLAST_SENATE}		Vernichtet oder überlebt den Senat

{SMT_ALLOW_BUILDING_TOOLTIP}				Die KI alle Bauten in dieser Siedlung übernehmen lassen
{SMT_ALLOW_TROOP_PRODUCTION_TOOLTIP}			Die KI sämtliche Ausbildungen in dieser Siedlung übernehmen lassen
